Data,Otwarcie,Zamkniecie
2023-06-20,2081.84,2066.78
2023-06-21,2067.24,2076.16
2023-06-22,2077.32,2075.51
2023-06-23,2068.39,2035
2023-06-26,2034.31,2068.49
2023-06-27,2071.66,2039.34
2023-06-28,2048.56,2045.15
2023-06-29,2050.16,2062.11
2023-06-30,2065.97,2060.38
2023-07-03,2056.7,2078.46
2023-07-04,2081.01,2056.53
2023-07-05,2054.22,2015.11
2023-07-06,2010.25,2010.48
2023-07-07,2010.4,2035.57
2023-07-10,2032.43,2041.39
2023-07-11,2049.65,2054.39
2023-07-12,2060.37,2114.5
2023-07-13,2116.56,2117.53
2023-07-14,2112.57,2127.08
2023-07-17,2123.38,2136.87
2023-07-18,2135.81,2161.24
2023-07-19,2166.04,2171.53
2023-07-20,2166.96,2159.05
2023-07-21,2160.5,2155.56
2023-07-24,2153.33,2173.8
2023-07-25,2177.79,2181.76
2023-07-26,2182.49,2163.91
2023-07-27,2167.03,2189.58
2023-07-28,2183.55,2189.24
2023-07-31,2190.28,2193.56
2023-08-01,2193.35,2188.77
2023-08-02,2177.36,2142.82
2023-08-03,2139.83,2141.81
2023-08-04,2152.32,2169.73
2023-08-07,2167.78,2152.17
2023-08-08,2148.86,2113.37
2023-08-09,2099.14,2096.43
2023-08-10,2097.72,2130.58
2023-08-11,2124.08,2105.31
2023-08-14,2098.01,2087.01
2023-08-16,2075.72,2044.35
2023-08-17,2043.1,2021.15
2023-08-18,2014.48,2014.55
2023-08-21,2011.29,2015.21
2023-08-22,2020.25,2009.59
2023-08-23,2011.24,2012.34
2023-08-24,2015.7,2009.58
2023-08-25,1997.35,2000.42
2023-08-28,2010.6,2039.32
2023-08-29,2041.9,2042.08
2023-08-30,2043.03,2049.96
2023-08-31,2049.89,2027.38
2023-09-01,2024.89,2050.94
2023-09-04,2050.13,2025.59
2023-09-05,2022.55,2006.27
2023-09-06,1993.44,1958.07
2023-09-07,1954.96,1927.39
2023-09-08,1934.89,1943.99
2023-09-11,1951.85,1941.79
2023-09-12,1944.98,1949.57
2023-09-13,1948.28,1949.65
2023-09-14,1954.66,1967.77
2023-09-15,1973.88,1975.05
2023-09-18,1974.14,1943.94
2023-09-19,1951.24,1930.86
2023-09-20,1932.86,1975.57
2023-09-21,1962.98,1949.56
2023-09-22,1948.17,1949.25
2023-09-25,1947.24,1925.22
2023-09-26,1921.59,1928.42
2023-09-27,1928.01,1898.92
2023-09-28,1896.64,1884.74
2023-09-29,1890.79,1915.6
2023-10-02,1917.3,1873.32
2023-10-03,1871.15,1864.31
2023-10-04,1857.91,1879.35
2023-10-05,1884.53,1864.65
2023-10-06,1865.28,1870.43
2023-10-09,1869.05,1909.41
2023-10-10,1919.84,1960.21
2023-10-11,1962.86,1976.83
2023-10-12,1980.07,1960.94
2023-10-13,1958.96,1974.56
2023-10-16,2009.97,2079.49
2023-10-17,2077.32,2118.37
2023-10-18,2111.24,2094.62
2023-10-19,2085.76,2051.4
2023-10-20,2040.64,2028.92
2023-10-23,2030.55,2021.14
2023-10-24,2028.21,2059.53
2023-10-25,2063.14,2096.22
2023-10-26,2080.37,2120.96
2023-10-27,2122.38,2103.73
2023-10-30,2108.61,2126.47
2023-10-31,2129.76,2149.73
2023-11-02,2163.79,2158.41
2023-11-03,2161.79,2177.29
2023-11-06,2185.27,2186.01
2023-11-07,2179.91,2168.12
2023-11-08,2165.12,2140.2
2023-11-09,2153.64,2170.91
2023-11-10,2165.75,2141.09
2023-11-13,2147.13,2132.7
2023-11-14,2137.55,2236.12
2023-11-15,2241.03,2218.61
2023-11-16,2215.59,2217.16
2023-11-17,2215.3,2228.28
2023-11-20,2228.8,2250.55
2023-11-21,2248.76,2240.99
2023-11-22,2237.93,2241.16
2023-11-23,2243.16,2225.6
2023-11-24,2224.79,2228.01
2023-11-27,2226.59,2208.05
2023-11-28,2203.89,2239.69
2023-11-29,2227.16,2222.44
2023-11-30,2221.96,2215.25
2023-12-01,2215.16,2285.98
2023-12-04,2281.69,2281.04
2023-12-05,2274.56,2298.78
2023-12-06,2302.28,2309.81
2023-12-07,2302.98,2288.84
2023-12-08,2290.85,2306.05
2023-12-11,2308.2,2313.32
2023-12-12,2318.29,2293.66
2023-12-13,2289.56,2298.31
2023-12-14,2309.38,2312.56
2023-12-15,2318.2,2320.45
2023-12-18,2317.97,2334.5
2023-12-19,2334.62,2354.57
2023-12-20,2358.26,2346.52
2023-12-21,2333.32,2348.67
2023-12-22,2345.16,2346.7
2023-12-27,2348.85,2371.28
2023-12-28,2374.38,2356.32
2023-12-29,2356.84,2342.99
2024-01-02,2344.1,2303.41
2024-01-03,2300.34,2295.12
2024-01-04,2295.14,2282.23
2024-01-05,2269.54,2274.59
2024-01-08,2268.49,2279.86
2024-01-09,2290.55,2288.2
2024-01-10,2286.76,2270.82
2024-01-11,2279.93,2246.21
2024-01-12,2248.84,2248.58
2024-01-15,2249.09,2216.01
2024-01-16,2208.87,2208.54
2024-01-17,2201.05,2167.71
2024-01-18,2170.27,2191.26
2024-01-19,2198.47,2200.91
2024-01-22,2212.23,2205.03
2024-01-23,2210.65,2196.27
2024-01-24,2196.95,2213.36
2024-01-25,2213.69,2206.18
2024-01-26,2200.87,2223.47
2024-01-29,2218.5,2213.17
2024-01-30,2216.22,2235.83
2024-01-31,2235.89,2279.86
2024-02-01,2271.04,2306.07
2024-02-02,2314.21,2350.44
2024-02-05,2351.28,2329.72
2024-02-06,2333.11,2332.22
2024-02-07,2336.86,2347.31
2024-02-08,2348.8,2318.89
2024-02-09,2317.87,2309.39
2024-02-12,2313.8,2345.13
2024-02-13,2342.42,2300.09
2024-02-14,2300.62,2347.65
2024-02-15,2353.78,2345.75
2024-02-16,2346.91,2371.05
2024-02-19,2365.54,2387.94
2024-02-20,2387.08,2423.18
2024-02-21,2426.86,2411.43
2024-02-22,2432.3,2447.32
2024-02-23,2453.29,2476.82
2024-02-26,2477.45,2464.05
2024-02-27,2465.94,2457.83
2024-02-28,2458.24,2412
2024-02-29,2413.96,2418.1
2024-03-01,2430.39,2424.7
2024-03-04,2433.2,2398.38
2024-03-05,2390.39,2367.74
2024-03-06,2369.06,2371.37
2024-03-07,2361.05,2336.23
2024-03-08,2337.02,2351.65
2024-03-11,2348.14,2370.39
2024-03-12,2374.4,2425.09
2024-03-13,2423.09,2408.31
2024-03-14,2410.55,2412.33
2024-03-15,2411.5,2350.97
2024-03-18,2352.61,2350.87
2024-03-19,2352.6,2335.74
2024-03-20,2342.47,2341.35
2024-03-21,2369.05,2409.74
2024-03-22,2405.34,2377.69
2024-03-25,2377.78,2343.24
2024-03-26,2345.98,2387.64
2024-03-27,2387.84,2394.81
2024-03-28,2392.63,2436.05
2024-04-02,2440.7,2434.77
2024-04-03,2439.87,2433.78
2024-04-04,2438.03,2469.3
2024-04-05,2454.59,2470.75
2024-04-08,2469.4,2507.13
2024-04-09,2511.74,2475.42
2024-04-10,2489.31,2500.26
2024-04-11,2491,2468.31
2024-04-12,2491.92,2446.16
2024-04-15,2465.66,2453.31
2024-04-16,2428,2392.5
2024-04-17,2400.66,2432.32
2024-04-18,2453.09,2460.99
2024-04-19,2440.69,2464.04
2024-04-22,2479.25,2508.34
2024-04-23,2495.09,2492.3
2024-04-24,2507.53,2469.17
2024-04-25,2476.84,2446.93
2024-04-26,2474.36,2479.1
2024-04-29,2487.9,2507.84
2024-04-30,2512.34,2476.29
2024-05-02,2487.7,2470.52
2024-05-06,2493.56,2547.53
2024-05-07,2548.38,2536.99
2024-05-08,2542.8,2550.72
2024-05-09,2563.65,2565.64
2024-05-10,2574.83,2523.05
2024-05-13,2528.66,2547.1
2024-05-14,2552.04,2557.21
2024-05-15,2552.49,2555.32
2024-05-16,2566.15,2562.83
2024-05-17,2559.34,2574.96
2024-05-20,2585.49,2593.1
2024-05-21,2579.49,2567.52
2024-05-22,2562.52,2552.7
2024-05-23,2547.38,2541.37
2024-05-24,2529.2,2528.8
2024-05-27,2534.98,2530.08
2024-05-28,2537,2505.97
2024-05-29,2503.38,2463.98
2024-05-31,2463.9,2485.53
2024-06-03,2511.05,2496.92
2024-06-04,2495.34,2433.81
2024-06-05,2445.86,2445.33
2024-06-06,2463.59,2462.49
2024-06-07,2468.74,2428.84
2024-06-10,2420.26,2428.58
2024-06-11,2436.5,2402.91
2024-06-12,2416.4,2442.89
2024-06-13,2441,2401.63
2024-06-14,2412.13,2413.73
2024-06-17,2416.27,2458.79
2024-06-18,2472.27,2455.11
2024-06-19,2465.15,2491.74
2024-06-20,2499.86,2497.82
2024-06-21,2499.27,2489.91
2024-06-24,2496.55,2542.42
2024-06-25,2539.47,2547.21
2024-06-26,2560.73,2541.43
2024-06-27,2546.09,2547.78
2024-06-28,2555.07,2561.27
2024-07-01,2574.03,2553.09
2024-07-02,2548.57,2528.44
2024-07-03,2544.94,2543.64
2024-07-04,2557.02,2549.11
2024-07-05,2552.11,2518.89
2024-07-08,2524.23,2539.4
2024-07-09,2542.96,2543.85
2024-07-10,2549.76,2521.39
2024-07-11,2529.45,2547.69
2024-07-12,2545.46,2566.19
2024-07-15,2565.44,2569.86
2024-07-16,2561.68,2485.93
2024-07-17,2489.58,2454.63
2024-07-18,2467.45,2496.44
2024-07-19,2483.64,2476.38
2024-07-22,2487.73,2481.28
2024-07-23,2483.57,2445.06
2024-07-24,2430.5,2431.72
2024-07-25,2398.7,2415.63
2024-07-26,2417.66,2407.15
2024-07-29,2425.67,2419.12
2024-07-30,2425.17,2384.77
2024-07-31,2409.78,2421.49
2024-08-01,2426.28,2374.62
2024-08-02,2349.22,2339.16
2024-08-05,2261.66,2266.27
2024-08-06,2291.6,2237.76
2024-08-07,2242.1,2236.35
2024-08-08,2233.19,2264.1
2024-08-09,2281.19,2258.52
2024-08-12,2274.83,2335.65
2024-08-13,2348.33,2330.32
2024-08-14,2351.09,2344.14
2024-08-16,2385.05,2421.06
2024-08-19,2417.49,2426.89
2024-08-20,2430.17,2383.43
2024-08-21,2388.3,2401.57
2024-08-22,2413.93,2400.05
2024-08-23,2417.26,2401.25
2024-08-26,2405.51,2395.38
2024-08-27,2401.19,2396.22
2024-08-28,2391.94,2383.94
2024-08-29,2384.3,2403.14
2024-08-30,2412.24,2412.16
2024-09-02,2404.71,2456.07
2024-09-03,2454.58,2409.5
2024-09-04,2389.06,2403.12
2024-09-05,2397.92,2371.94
2024-09-06,2367.09,2318.2
2024-09-09,2331.73,2330.89
2024-09-10,2332.97,2307.54
2024-09-11,2306.1,2262.33
2024-09-12,2301.51,2294.32
2024-09-13,2302.97,2336.62
2024-09-16,2320.15,2294.76
2024-09-17,2308.76,2334.86
2024-09-18,2342.45,2326.69
2024-09-19,2326.27,2326.8
2024-09-20,2333.13,2279.98
2024-09-23,2292.92,2286.81
2024-09-24,2314.89,2337.49
2024-09-25,2336.54,2346.26
2024-09-26,2369.02,2366.47
2024-09-27,2369.56,2382.95
2024-09-30,2374.16,2324.13
2024-10-01,2335.42,2315.86
2024-10-02,2316.05,2317.7
2024-10-03,2314.07,2280.66
2024-10-04,2290.66,2291.53
2024-10-07,2306.17,2291.51
2024-10-08,2277.33,2284.75
2024-10-09,2285.35,2321.28
2024-10-10,2324.94,2308.16
2024-10-11,2322.22,2333.75
2024-10-14,2340.6,2327.5
2024-10-15,2337.89,2322.68
2024-10-16,2318.72,2341
2024-10-17,2345.01,2283.98
2024-10-18,2295.26,2303.33
2024-10-21,2301.99,2278.75
2024-10-22,2281.84,2250.38
2024-10-23,2246.83,2256.21
2024-10-24,2262.17,2245.55
2024-10-25,2241.19,2245.25
2024-10-28,2255.75,2245.79
2024-10-29,2259.06,2284.76
2024-10-30,2282.48,2230.54
2024-10-31,2212.53,2205.47
2024-11-04,2218.16,2252.86
2024-11-05,2257.59,2236.48
2024-11-06,2246.8,2241.24
2024-11-07,2254.64,2310.43
2024-11-08,2324.6,2298.3
2024-11-12,2288.99,2255.73
2024-11-13,2254.16,2232.69
2024-11-14,2235.69,2247.93
2024-11-15,2245.25,2188.75
2024-11-18,2193.74,2184.7
2024-11-19,2194.03,2123.35
2024-11-20,2142.66,2144.68
2024-11-21,2155.16,2178.03
2024-11-22,2182.92,2194.06
2024-11-25,2218.68,2202.76
2024-11-26,2196.78,2199.85
2024-11-27,2201.95,2186.69
2024-11-28,2196.36,2187.08
2024-11-29,2185.47,2191.12
2024-12-02,2199.22,2247.36
2024-12-03,2256.81,2240.58
2024-12-04,2249.86,2268.14
2024-12-05,2276.07,2310.78
2024-12-06,2315.01,2310
2024-12-09,2318.08,2315.74
2024-12-10,2307.77,2317.3
2024-12-11,2310.31,2296.1
2024-12-12,2303.42,2276.69
2024-12-13,2279.16,2273.12
2024-12-16,2276.48,2270.66
2024-12-17,2267.39,2211.89
2024-12-18,2216.33,2226.58
2024-12-19,2201.1,2225.51
2024-12-20,2217.49,2200.39
2024-12-23,2217.4,2202.17
2024-12-27,2205.98,2204.19
2024-12-30,2194.05,2192.01
2025-01-02,2207.38,2227.13
2025-01-03,2229.21,2237.57
2025-01-07,2259.84,2257.67
2025-01-08,2250.6,2229.48
2025-01-09,2232.99,2247.94
2025-01-10,2247.64,2257.16
2025-01-13,2249.24,2221.3
2025-01-14,2232.2,2238.04
2025-01-15,2244.22,2285.51
2025-01-16,2298.24,2278.58
2025-01-17,2287.64,2307.26
2025-01-20,2313.77,2324.8
2025-01-21,2319.54,2332.87
2025-01-22,2335.97,2362.75
2025-01-23,2358.06,2363.24
2025-01-24,2368.91,2378.78
2025-01-27,2345.04,2376.4
2025-01-28,2378.07,2399.02
2025-01-29,2406.37,2398.68
2025-01-30,2410.49,2441.23
2025-01-31,2444.63,2433.77
2025-02-03,2368.3,2390.37
2025-02-04,2401.32,2414.96
2025-02-05,2414.78,2394.72
2025-02-06,2419.44,2460.45
2025-02-07,2467.53,2488.16
2025-02-10,2490.69,2507.54
2025-02-11,2505.9,2535.24
2025-02-12,2540.45,2568.72
2025-02-13,2588.58,2594.92
2025-02-14,2594.1,2575.77
2025-02-17,2574.55,2596.79
2025-02-18,2612.52,2671.05
2025-02-19,2681.55,2634.88
2025-02-20,2625.46,2613.76
2025-02-21,2613.83,2618.17
2025-02-24,2619.17,2555.74
2025-02-25,2545.89,2572.05
2025-02-26,2591.88,2620.35
2025-02-27,2620.31,2590.06
2025-02-28,2560.46,2579.52
2025-03-03,2572.09,2601.65
2025-03-04,2561.98,2499.54
2025-03-05,2552.17,2591.79
2025-03-06,2602.03,2638.92
2025-03-07,2622.4,2642.59
2025-03-10,2639.39,2589.87
2025-03-11,2599.9,2584.04
2025-03-12,2606.16,2626.79
